b1a3
a7a6
b2b3
a6a5
e2e4
a5a4
g1e2
a4b3
a3b1
b3b2
d2d4
b2a1q
e2c3
b7b6
g2g4
b6b5
c1b2
b5b4
c3a4
b4b3
a2a3
b3c2
f1a6
c2c1q
