b2b3
b7b5
a2a3
a7a6
a3a4
c7c6
a4a5
d7d6
d2d3
g7g5
c1g5
h7h5
b3b4
b8d7
d3d4
d7b6
a5b6
a8a7
b6a7
f7f5
a7a8q
e8f7
a1a6
f8h6
g5h6
d6d5
h6f4
e7e5
d4e5
c8a6
a8d8
g8h6
d8h8
h5h4
h8h6
f7e7
h6c6
d5d4
c6c7
e7e8
e5e6
a6c8
e2e3
e8f8
f4d6
f8e8
e6e7
