g1f3
g7g6
e2e4
e7e6
b1c3
c7c6
d2d4
a7a6
f1e2
d8g5
c1g5
f8a3
b2a3
f7f5
d4d5
g8f6
g5f6
e8f8
f6h8
a8a7
d1d4
a7a8
d4g7
f8e8
d5d6
a8a7
g7e7
