g1f3
g8f6
b1c3
d7d5
d2d4
e7e6
e2e3
f8b4
f1d3
e8g8
e1g1
b4c3
b2c3
b8c6
f3e5
c6e5
d4e5
f6d7
f2f4
d8e7
c1b2
d7c5
d1h5
h7h6
a1b1
c8d7
b2a3
d7c6
d3b5
c6b5
b1b5
b7b6
a3c5
b6c5
b5b7
f8b8
f1b1
b8b7
b1b7
e7d7
h5d1
g8f8
d1b1
f8e7
a2a4
d7c6
a4a5
e7d7
b1b3
c5c4
b3b4
a7a6
b4b6
f7f6
e5f6
g7f6
h2h3
a8c8
b7a7
c6b5
b6b5
a6b5
h3h4
c8b8
g1f1
b8g8
f1f2
g8g4
g2g3
g4g8
f2f3
e6e5
h4h5
e5e4
f3f2
g8c8
a7a6
c7c6
a6a7
c8c7
a7a8
c7c8
a8a6
f6f5
a6a7
c8c7
a7c7
d7c7
g3g4
f5g4
f2g2
c6c5
f4f5
d5d4
c3d4
c5d4
e3d4
b5b4
f5f6
b4b3
c2b3
c4b3
f6f7
b3b2
f7f8q
b2b1q
f8h6
b1b2
g2g3
b2c3
g3g4
c3f3
g4g5
f3e3
g5g6
e3h6
g6h6
e4e3
h6g7
e3e2
h5h6
e2e1q
h6h7
e1g1
g7f8
g1d4
f8g8
d4d5
g8g7
d5g5
g7f7
g5h6
f7e7
h6h7
e7f6
h7e4
a5a6
e4c6
f6g5
c6a6
g5f5
a6d3
f5g4
c7d6
g4f4
d6e6
f4g5
d3g3
g5h6
e6f6
h6h7
g3g7
