h2h4
b8a6
h4h5
a8b8
g2g4
b8a8
g4g5
a8b8
f2f4
b8a8
f4f5
a8b8
e2e4
b8a8
f1a6
b7a6
e4e5
a8b8
h5h6
b8b2
c1b2
g8h6
g5h6
g7h6
d2d4
c8b7
h1h5
d8a8
h5h2
a8b8
h2d2
b8a8
d2f2
a8b8
f2e2
b8a8
e2e3
a8b8
e3a3
b8a8
a3h3
a8b8
h3b3
b8a8
b3g3
a8b8
g3c3
b8a8
c3c7
a8b8
c7c8
b8c8
f5f6
c8c2
d1c2
e7f6
c2c8
b7c8
e5f6
c8b7
b2c1
e8d8
a2a4
d8c8
a4a5
c8b8
c1f4
b8a8
f4d2
a8b8
d2c3
b8a8
c3b2
a8b8
g1e2
b8a8
e2c1
a8b8
b2c3
b8a8
c3d2
a8b8
d2f4
b8a8
f4e3
a8b8
e3g1
b8a8
g1f2
a8b8
f2g3
b8a8
g3h2
f8e7
f6e7
h8b8
h2b8
a8b8
e7e8q
