g1h3
g8f6
a2a3
h8g8
a3a4
b8a6
b1c3
g8h8
d2d3
a8b8
b2b3
h8g8
c1d2
b8a8
d2c1
g8h8
c3b1
a8b8
c1b2
e7e5
h1g1
f8b4
c2c3
b4c3
b1d2
c3d2
d1d2
h8f8
d2a5
f8g8
h3f4
e5f4
a5b5
g8f8
g2g4
f6g4
b5h5
g4f2
e2e4
f2d3
e1d2
d3b2
h5b5
b2c4
d2c2
a6b4
b5b4
c4a3
a1a3
f8h8
a3a1
h8g8
c2d1
d8h4
b4d2
h4g4
d1e1
g4g3
h2g3
f4g3
d2c3
g8f8
c3d2
f8h8
d2c3
e8d8
c3d2
h8e8
d2c3
e8e4
e1d2
e4d4
d2c2
d4d2
c3d2
d8e7
d2d1
b8a8
g1g2
h7h5
g2f2
g3f2
f1e2
f2f1q
c2b1
f1d1
b1b2
d1a1
b2a1
h5h4
e2f3
a8b8
f3g4
g7g5
g4f5
b8a8
a4a5
f7f6
a5a6
b7a6
b3b4
c8b7
b4b5
a6b5
f5e6
e7e6
a1a2
b7d5
a2a1
a8h8
a1b2
h8b8
b2a3
b5b4
a3b2
b8a8
b2c1
a8h8
c1b1
d5a2
b1a1
b4b3
a1b2
h8a8
b2c3
a8g8
c3d4
c7c5
d4e3
g8a8
e3f2
a8h8
f2f3
g5g4
f3g4
h8g8
g4f3
g8g3
f3f4
g3f3
f4g4
f6f5
g4g5
f3g3
g5h6
g3g6
h6h7
g6h6
h7g8
h6h8
g8g7
h8g8
g7h7
g8g7
h7h8
g7h7
h8h7
d7d5
h7g8
a7a5
g8f8
e6d7
f8g8
d7c6
g8h8
c6b5
h8g8
f5f4
g8h8
d5d4
h8g8
b3b2
g8f8
b2b1q
f8e8
a2f7
e8f8
f7b3
f8e8
b1e1
e8f8
e1e8
f8g7
e8h8
g7g6
h8g8
g6f6
g8d8
f6g7
d8f8
g7h7
b3c2
