f2f3
e7e6
g2g3
h7h5
f3f4
f8b4
b2b3
c7c6
b1c3
h5h4
c3b5
h4h3
c1a3
d8c7
b5c7
e8d8
c7d5
d7d6
d5b6
a7b6
g1f3
b6b5
e2e3
b8a6
f1b5
g8h6
e1e2
d6d5
e2e1
h8e8
a3b4
