b1a3
e7e5
h2h4
b8c6
f2f3
f8c5
a3b1
c5g1
a2a4
d8h4
g2g3
h4h1
g3g4
h1f3
b2b3
f3f1
e1f1
c6d4
c1b2
d4e2
b3b4
d7d6
g4g5
a8b8
b4b5
d6d5
a4a5
e2f4
b2a3
c8h3
f1e1
h3g2
d2d3
f4d3
c2d3
g2h3
a3e7
g8e7
d1c2
e7f5
g5g6
f7g6
c2e2
f5d4
e2c2
d4c2
e1d2
c2a1
d2d1
h3g2
d1d2
g1d4
d2d1
d4c3
b1c3
c7c5
d1c1
b7b6
c1b1
b6a5
b5b6
a7b6
c3b5
g2f3
b5d6
