g1f3
d7d6
e2e4
e8d7
f1b5
c7c6
b5c4
d8a5
b1c3
d7d8
d2d4
c8e6
b2b4
a5b4
c4e6
f7e6
d1d3
g7g5
f3g5
d8c8
g5f7
c8c7
a2a3
b4a5
f7h8
f8h6
h8f7
h6c1
a1c1
g8f6
d3f3
f6e4
e1g1
e4d2
f3d3
d2f1
c1f1
a5h5
f7h8
h5a5
h8f7
a5h5
f7h8
c7d7
f1b1
h5h2
g1h2
d7e8
b1b7
b8a6
d3a6
d6d5
b7a7
a8b8
a6c6
e8f8
c6e6
f8g7
e6e5
g7g8
a7e7
g8f8
h2h3
b8b3
g2g3
b3c3
f2f3
c3c2
e5g7
