b1a3
e7e5
a1b1
b8c6
b1a1
f8c5
b2b3
c5f2
e1f2
d8f6
g1f3
f6f3
e2f3
g7g5
d2d3
d7d5
a1b1
g8e7
a3b5
a7a5
b5c7
e8d7
c7a8
h7h6
b1a1
a5a4
b3a4
h8f8
a1b1
e7f5
g2g4
b7b6
b1a1
c6b4
c1b2
b4d3
d1d3
d5d4
g4f5
f8h8
a1b1
h8f8
b1c1
f8e8
c1e1
e8e7
e1e5
e7e5
a8b6
d7d6
d3a3
e5c5
b2d4
c8f5
a3c5
d6e6
f1c4
