g1f3
b8c6
e2e3
c6b4
a2a3
b4d5
b1c3
g8f6
d2d4
d5c3
b2c3
f6e4
d1d3
f7f5
f3d2
d7d5
f1e2
e7e5
d4e5
f8a3
c1a3
c8e6
e1g1
e8f7
a3b2
h8e8
e2h5
g7g6
h5f3
e4g5
d3d4
c7c5
d4f4
e6c8
f1e1
g5f3
d2f3
g6g5
f4g5
c8e6
a1d1
d8g5
f3g5
f7g6
g5e6
e8e6
d1d5
c5c4
h2h3
a8e8
f2f4
e6b6
b2a3
b6e6
d5d1
g6h5
a3c5
a7a6
d1d7
h5h6
d7d1
e6g6
h3h4
e8c8
c5e7
c8e8
e7c5
e8c8
c5e7
c8e8
e7c5
