e2e4
b8c6
b1c3
e7e5
g1f3
f8c5
f1b5
g8e7
e1g1
a7a6
b5a4
e8g8
d2d3
d7d6
c1g5
h7h6
g5h4
f7f6
a4b3
g8h8
c3a4
c5a7
b3d5
c8g4
a4c3
c6d4
d5b7
a8b8
b7a6
d8e8
a1b1
e8h5
h4g3
d4f3
g2f3
g4f3
c3b5
f3d1
b1d1
a7b6
a2a3
f6f5
a3a4
f5f4
d1e1
h5h3
g3f4
f8f4
a6c8
b8c8
e1e3
b6e3
b5d6
f4g4
g1h1
h3f1
