b1a3
d7d5
h2h4
e7e5
a1b1
c8d7
b1a1
f8e7
g1f3
e7d6
b2b4
e5e4
f3g1
d6b4
c1b2
g8e7
a1c1
e7f5
c1a1
e4e3
a1c1
e3d2
d1d2
b4d2
e1d2
d8e7
c1d1
e7c5
d1c1
c5b4
b2c3
b4a3
c1b1
d5d4
b1b7
a3c3
d2d1
c3a1
d1d2
a1f1
b7c7
f1g2
h1h3
b8a6
c7c4
g2g1
h3a3
d7b5
c4b4
a6b4
a3f3
f5d6
f3b3
d6e4
