b1a3
e7e5
a1b1
d8h4
a3b5
h4c4
b5a7
c4a2
b1a1
a2a1
a7c8
b8c6
g1f3
a8c8
e2e4
g8f6
f1b5
f6e4
f3e5
c6e5
f2f3
e4d6
b5e2
f8e7
e2b5
d6b5
f3f4
e5c4
e1e2
b5d4
e2e1
c4b2
c1b2
e7h4
g2g3
h4g3
e1f1
a1d1
f1g2
d1f3
