b1a3
c7c5
a3c4
b7b6
c4b6
g7g6
b6d7
c8a6
d7f8
b8c6
f8h7
c5c4
h2h4
f7f6
h7f6
e8f7
f6g8
c4c3
g8e7
c6d4
e7g6
d4b3
g6h8
f7g8
a2b3
g8h7
a1a6
d8b8
a6a7
b8c7
a7a8
c7b7
b2c3
b7a6
a8a6
h7g7
h4h5
g7h7
h5h6
h7h8
h6h7
h8g7
h7h8q
g7f7
