Rank, Name, Score
1, beatingthehorse, 114
2, logic-and-proofs, 112
3, remmato-iii, 106
4, git-gambit, 105
5, chess_and_the_city, 102
6, shallowcyan, 87
6, check-innit-mate, 87
8, xplorers, 39
8, Alabtros, 39
8, the-terminator, 39
8, pawnstar, 39
8, michelangelo, 39
8, lizzie-iii, 39
8, kean-chess-engine, 39
8, chess-bot, 39
8, chess-ai2, 39
8, caro_kaan_engine, 39
8, blueherring, 39
8, bbd, 39
8, awesome-chess-ai, 39
8, ashwathama, 39
