f2f4
e7e5
e1f2
e5f4
d1e1
d8h4
f2f3
h4e1
d2d4
e1f1
f3e4
f1g2
e4f4
g2h1
f4g3
h1g1
g3h4
d7d6
a2a4
g1h2
h4g5
h2g3
g5h5
g3h2
h5g5
h2g3
g5h5
g3h3
h5g5
h3g4
