b1c3
d7d5
f2f3
d5d4
c3a4
e7e5
d2d3
b7b5
c1e3
d4e3
c2c3
d8h4
g2g3
h4a4
b2b4
a4d1
e1d1
a7a5
f1g2
c8b7
a1b1
a5b4
h2h4
a8a2
b1b3
b7d5
c3c4
b5c4
g1h3
c4b3
h3g5
a2a1
