e2e4
e7e6
f2f4
g8h6
d2d4
b8c6
f1e2
a7a5
b1c3
f8b4
g1f3
f7f5
h2h4
f5e4
f3g1
e8g8
h4h5
h6f5
h5h6
c6d4
c1d2
g7h6
a2a4
f5g3
e2c4
d4c2
d1c2
g3h1
c3e4
f8f4
g1h3
b4d2
e1d2
f4e4
c4b5
d8h4
a1h1
c7c6
h1f1
c6b5
c2c3
e4a4
b2b3
a4c4
c3b2
c4c7
f1b1
h4e4
g2g3
a8a6
b2c2
c7c2
d2d1
a6d6
