e2e4
c7c5
e4e5
b8a6
e5e6
d8c7
h2h4
b7b6
d1f3
g7g5
f3a8
h7h5
h4g5
e8d8
e6f7
f8h6
f7f8q
h6f8
f1c4
f8g7
b2b3
h8h6
g5h6
g7c3
d2c3
d8e8
h6h7
e8d8
h7h8q
c7f4
h8g8
f4f8
g8f8
d8c7
a8a7
c8b7
c1f4
c7c6
f8h6
e7e6
c4e2
b7a8
a7a8
