b1c3
e7e5
e2e3
e5e4
f1c4
f7f5
d2d3
e8e7
d3e4
e7f6
c3d5
f6e6
d5c7
e6e7
c7a8
d8a5
c1d2
e7e8
c4f7
e8f7
a2a3
a5e5
d2a5
e5a5
d1d2
a5a4
d2d5
f7e7
d5c5
d7d6
c5c8
a4a5
b2b4
a5e5
a1a2
e7f6
c8f8
f6g6
g1f3
e5c3
