b1c3
b8a6
g2g4
c7c5
g1h3
g7g6
e2e3
d8a5
h1g1
a6b8
b2b3
b8a6
c1b2
a6c7
d1f3
e7e5
e3e4
a5a6
g1g3
g8f6
c3a4
e8d8
b2c1
a6c4
f3e2
f8h6
b3c4
a7a6
h3g5
f6g4
f2f4
h6g5
e2d3
g5h4
e1d1
g4f2
d1e1
f2d3
c2d3
e5f4
e4e5
f4g3
a4c5
g3g2
e1d1
g2f1q
d1c2
a6a5
d3d4
f1c4
c2b2
c4d4
b2b3
d4a1
c5a6
b7a6
a2a4
g6g5
e5e6
d7e6
d2d3
a8b8
b3c4
b8b4
c4c5
a1c1
c5d6
g5g4
h2h3
h4g3
