b1c3
b8a6
d2d4
a8b8
e2e4
b8a8
f1e2
a8b8
g1f3
b8a8
e2a6
b7a6
c1f4
a8b8
b2b3
b8b3
f4c1
b3c3
c1d2
c3f3
d4d5
f3f2
d2e3
f2c2
e3f2
c2f2
d1c1
f2a2
a1a2
c8b7
c1e3
b7d5
e4d5
d8a8
a2f2
a8d5
e3a7
d5g2
f2c2
g2c2
a7b8
