b2b3
h7h6
a2a4
g7g6
e2e4
f8g7
c2c3
e7e6
d2d3
d7d6
a4a5
c7c6
b3b4
f7f6
d3d4
b7b5
a5b6
a7b6
a1a8
b8d7
b4b5
f6f5
b5c6
d7f8
e4f5
g6f5
f1a6
g7d4
a8c8
d8c8
a6c8
d4c3
b1c3
