e2e4
e7e5
f1c4
g8h6
g1f3
f7f5
e4f5
h6f5
f3e5
f5h6
e1g1
d7d6
c4b5
b8c6
e5c6
b7c6
b5c6
c8d7
f1e1
f8e7
c6a8
d8a8
d2d4
e8g8
e1e7
f8f7
d1e2
h6f5
e7f7
f5d4
e2c4
d4e2
c4e2
g8f7
e2c4
d6d5
c4c7
a8c8
c7d6
c8c6
d6b8
c6c2
b1c3
d5d4
c1f4
d4c3
b2c3
c2c3
a1c1
c3a3
c1d1
d7e8
d1d8
a3a2
d8c8
h7h5
b8e5
h5h4
e5e8
f7f6
c8c6
f6f5
e8e5
f5g4
f2f3
