c2c3
a7a6
d1c2
d7d6
c3c4
g7g5
d2d4
g8f6
f2f4
f6g4
e1d1
c8f5
b2b3
b8d7
a2a4
g5f4
c2e4
h7h5
h2h4
d7b6
c4c5
e8d7
c1f4
d8c8
f4h6
b6a4
e4c6
