c2c3
b8c6
e2e3
g8f6
f2f4
e7e5
g2g3
f8d6
a2a4
e8e7
f1h3
d8e8
g1e2
e5f4
e2f4
d6f4
d2d3
f4d6
h3d7
c8d7
b2b4
c6e5
c1d2
e5d3
e1f1
