b2b4
e7e6
f2f4
d8h4
g2g3
h4f6
a2a4
f6a1
g1f3
a1b1
c1b2
b1b2
f3d4
b2d4
e2e3
d4b4
d1b1
b4b1
e1e2
d7d5
h2h3
g8f6
a4a5
b8c6
h3h4
c6a5
h1h2
f6g4
f1h3
g4h2
h3e6
b1f1
