d2d4
h7h6
c1h6
g7g5
h6f8
e8f8
e2e4
f8e8
b1c3
e8f8
g1f3
f8e8
f3g5
e8f8
g5f7
f8e8
f7d8
e8d8
f1d3
d8e8
e1g1
e8d8
a1b1
d8e8
d1f3
e8d8
f3f8
