Rank, Name, Score
1, logic-and-proofs, 117
2, git-gambit, 114
3, beatingthehorse, 111
4, shallowcyan, 99
4, check-innit-mate, 99
6, chess_and_the_city, 45
6, xplorers, 45
6, the-terminator, 45
6, remmato-iii, 45
6, pawnstar, 45
6, michelangelo, 45
6, lizzie-iii, 45
6, kean-chess-engine, 45
6, Alabtros, 45
6, chess-bot, 45
6, chess-ai2, 45
6, caro_kaan_engine, 45
6, blueherring, 45
6, bbd, 45
6, awesome-chess-ai, 45
6, ashwathama, 45
