g1f3
e7e5
f3e5
d7d5
e5f7
e8f7
b1c3
d8e7
c3d5
e7c5
d5c7
c5c7
e2e4
f7e7
d2d4
c8g4
d1g4
g8f6
g4g7
f8g7
c1e3
f6e4
f1b5
e4f2
e1f2
g7d4
e3d4
c7f4
f2g1
f4d4
g1f1
d4b2
f1g1
b2a1
g1f2
a1h1
a2a3
h8f8
f2e2
h1g2
e2e1
g2c2
h2h3
c2c3
e1d1
c3h3
b5c6
b7c6
d1c2
f8f2
