c2c3
a7a6
f2f3
a6a5
g2g3
a5a4
f1g2
a4a3
d1c2
b7b6
e1d1
b6b5
b2b3
b5b4
h2h4
c7c6
d1e1
c6c5
g2h3
c5c4
c2e4
d7d6
e4e3
d6d5
c1a3
d5d4
e3e5
d4d3
g3g4
e8d7
e2e3
d7c6
h1h2
c6b6
f3f4
b6a6
h3g2
a6b6
g2h3
b6a6
e5c7
a6b5
c7e7
b5a5
a3b4
a5b5
h2e2
b5a6
e7e4
a6b5
g4g5
b5a6
e4e6
a6a7
b4a3
a7b7
e6b6
b7b6
e2h2
b6a5
a3f8
a5b5
f8b4
b5a6
h2e2
a6b5
h3e6
b5a6
b4c5
a6a5
a2a4
a5a6
a1a2
a6a5
a2a1
a5a6
e6f7
a6a5
a1a3
a5a6
e1d1
a6a5
g1h3
a5a6
c5f8
a6a5
f8g7
a5a6
h3g1
a6a5
g7e5
a5a6
f7d5
a6a5
h4h5
a5a6
d5g8
a6a5
h5h6
a5a6
f4f5
a6a5
e5b8
a5a6
f5f6
a6a5
g8c4
a5b6
f6f7
b6a5
e2e1
a5b6
f7f8q
b6c6
g1f3
c6b7
f8f4
b7b6
f4g4
b6a5
f3d4
a5b6
d1c1
b6a5
g4h5
a5b6
h5h3
b6a5
d4f5
a5b6
h3f3
b6c5
f3d5
d8d5
f5d4
c5b6
e3e4
b6c5
c1b2
c5b6
b8f4
b6c5
e1e2
c5b6
c4d5
b6a5
e4e5
a5a6
b2a1
a6a5
a3a2
a5a6
d5c4
a6a5
c4b5
a5b6
d4f3
b6c5
a2b2
c5d5
f3e1
d5c5
b1a3
c5d5
b5c4
d5c5
a4a5
c5c6
c4d5
c6d5
a5a6
d5c5
a3c2
c5b5
a1a2
b5a5
e1f3
a5b5
c3c4
b5a5
f3h2
a5a6
a2a1
a6a5
c2a3
a5b4
h2f1
b4a3
g5g6
a3b4
b2a2
b4b3
a2a8
b3c2
e2g2
c2c1
g2f2
c1d1
a8a6
d1c1
a6a3
c1d1
f2f3
d1c1
f1h2
c1d1
a1a2
d1e1
f4g5
e1d1
g5e7
d1c1
e7g5
c1d1
g5f4
d1e1
c4c5
e1d1
f3e3
d1c2
f4g5
c2d1
g6g7
d1c2
a3a8
c2c1
g7g8q
c8e6
a2a1
c1d1
a8a2
e6a2
h2f1
a2b1
e5e6
d1c1
c5c6
c1d1
g8b8
b1a2
b8d8
d1c1
c6c7
c1d1
d8e7
d1c1
e3f3
c1d1
f3f7
d1c1
g5f6
c1d1
e7a3
d1e1
a3a5
e1d1
a1a2
d1e1
a5b5
e1d1
b5a5
d1e1
a2a3
e1d1
a5c5
d1e1
f6g7
e1d1
c5e3
d1c2
e3d4
c2c1
e6e7
c1d1
f7f3
d1c1
d4g4
c1b1
f3f6
h8a8
a3b3
a8a3
b3a3
b1c1
f1g3
c1c2
g4h3
c2c1
h3h5
c1c2
h5h1
c2d2
h1f3
d2c1
c7c8r
c1d2
g3h5
d2e1
f3d3
