g1f3
b7b5
b1c3
a7a6
c3e4
c7c6
b2b3
d7d6
c1b2
b8d7
e4g3
d7b6
h2h3
h7h5
f3g5
a8b8
d1b1
f7f5
b2d4
g7g6
h1g1
d8c7
d4g7
b6d5
g7h6
f8h6
b1b2
e8f8
g5f7
h5h4
g3e4
f5e4
b2d4
f8f7
a1c1
h6g5
d4c4
b5c4
g2g4
g8h6
a2a3
g5e3
e1d1
a6a5
d2d4
c8f5
f1g2
d5b6
g2f3
c4b3
d4d5
b6c8
g1f1
f7e8
f1e1
e8d7
c1b1
c7d8
b1b2
f5g4
h3g4
c6c5
b2a2
h8g8
f2e3
h6f7
f3e4
e7e6
d1c1
d8b6
c1b1
g8g7
g4g5
b6b4
a2a1
b8b7
e4d3
b7b8
d3f5
g6f5
e1g1
b4c4
b1b2
f7h8
g1g3
d7c7
b2c1
b3c2
g3f3
c4a6
e3e4
g7h7
f3h3
h7g7
c1d2
g7h7
h3h4
h7g7
d2c1
e6e5
h4h2
c8a7
g5g6
a6c6
d5c6
c7c8
c6c7
g7c7
e4f5
b8b7
h2h5
b7b6
h5h1
c7c6
h1h5
c5c4
e2e4
a5a4
h5g5
b6b5
f5f6
c6c7
g5g2
c7h7
f6f7
h7h4
c1c2
h4f4
a1g1
f4h4
g2e2
h4f4
f7f8k
f4f8
g1g2
c8d8
e2f2
b5c5
f2f4
d6d5
f4f1
f8f4
c2c3
a7c6
g2h2
c6a5
f1g1
c5c6
g1g5
d5e4
g5g2
c6d6
h2h1
f4f1
h1h2
d8c7
h2h5
d6d2
h5e5
f1f7
c3b4
c7d7
b4a4
d2g2
e5e6
g2e2
e6b6
a5b3
b6b3
c4b3
a4b5
e2a2
b5b4
d7c8
g6f7
a2a1
f7f8r
c8c7
f8f6
e4e3
f6a6
a1g1
a6a5
c7b8
a5a6
g1g4
b4b5
g4g5
b5a4
g5g6
a6a8
b8c7
a8a6
g6g8
a6g6
g8e8
g6g5
e3e2
g5g8
c7b7
g8g7
b7b8
g7g8
e8g8
a4b3
b8a8
b3a2
a8b8
a2b1
b8a8
a3a4
a8b8
b1c2
b8a8
a4a5
a8b8
c2c1
b8a8
c1d2
a8b8
d2e3
b8a8
e3f3
a8b8
a5a6
g8g1
a6a7
b8a7
f3e2
g1g3
e2f2
g3g5
f2f1
g5g7
f1e1
a7b6
e1e2
b6a5
e2e3
a5a6
e3d3
a6a7
d3d2
a7b6
d2d3
b6a5
d3c3
a5a4
c3c4
a4a3
c4d5
a3a4
d5c6
a4a3
c6b6
a3a4
b6a6
a4a3
a6b5
a3a2
b5a6
a2a3
a6b5
a3a2
b5a5
a2a3
a5b6
a3a4
b6a6
a4a3
