a2a4
d7d6
a4a5
e7e5
a5a6
b7a6
a1a6
d8f6
a6a7
c8e6
a7a8
f6h4
a8b8
e8e7
b8f8
g8h6
f8h8
e6b3
c2b3
h4e4
h8h7
e4b1
h7h6
b1a1
h6d6
g7g6
d6g6
e7d7
g6g8
d7c6
g8a8
a1a8
b3b4
c6d5
b4b5
e5e4
b5b6
e4e3
b6c7
d5d4
d2e3
d4c5
c7c8q
c5b5
e3e4
a8b8
e4e5
f7f5
e5e6
b8f4
c1f4
b5b4
e6e7
b4b5
e7e8q
b5b4
f4b8
f5f4
b8f4
b4a5
f4b8
a5b4
b8a7
b4a5
a7b8
a5b4
b8a7
b4a5
a7b8
