b1a3
b8c6
c2c3
g7g6
a1b1
f8h6
e2e3
g8f6
b1a1
f6h5
g2g4
h5f6
f1h3
h6e3
d2e3
c6b8
d1c2
c7c6
a1b1
c6c5
c1d2
h7h5
g4g5
b8c6
a3c4
f6g4
c4d6
e7d6
g1f3
a8b8
b1c1
a7a6
c1d1
h8h6
c2e4
g4e5
g5h6
d8b6
h6h7
a6a5
h7h8q
e8e7
e4h4
f7f6
h4f6
