e2e4
b8c6
g1f3
e7e5
f1c4
g8f6
e1g1
f6e4
c4d5
e4f6
d5c4
e5e4
f1e1
f8e7
f3g5
d7d5
g5f7
e8f7
d2d3
d5c4
c1h6
g7h6
b1d2
c8g4
d1c1
c4d3
c2d3
e4d3
h2h3
g4e2
c1c4
f7g7
c4b5
c6d4
b5b7
d4c2
d2e4
c2e1
a1e1
a8b8
b7a7
f6e4
a7e3
d3d2
e1e2
d2d1q
e2e1
e4f2
e3e5
e7f6
e5g3
f2g4
h3g4
d1d4
e1e3
h8e8
g4g5
f6g5
g1h1
e8e3
g3f2
e3h3
g2h3
d4f2
h3h4
d8d5
