Rank, Name, Score
1, beatingthehorse, 54
2, shallowcyan, 48
3, Alabtros, 21
3, remmato-iii, 21
3, xplorers, 21
3, chess_proj, 21
3, knightmare, 21
3, chess-ai2, 21
3, logic-and-proofs, 21
3, pawnstar, 21
